dataset,gate_correct,count,mean_error,error_95th,max_error
natural_validation,False,18,1.211414898270186,4.944973799216581,5.764023323316763
natural_validation,True,982,0.3190808720563952,0.9576468513408822,6.046217653605071
stress_validation,False,44,2.5146722680214344,5.057177997461185,7.015229499060414
stress_validation,True,756,0.34654280758684697,1.3281929746200714,3.041946522050698
