max_depth,mean_balanced_accuracy,mean_delta_Z_RMSE,mean_pressure_MAPE,worst_pressure_error
10,0.9471572445579663,0.007163727763533597,0.40046640621949636,7.015229499060414
12,0.9471572445579663,0.007163727763533597,0.40046640621949636,7.015229499060414
8,0.9327085117312047,0.008320606393737778,0.4471899336539661,8.324188958512902
6,0.887211325291529,0.013690581151040056,0.49337882779859377,73.6439591917949
3,0.7916384362089147,0.01428220119384532,0.7242630451417972,11.8458687118039
4,0.8206432103366053,0.01631057014404638,0.7361876024815135,58.903975831464116
5,0.8438168356888396,0.01515443498392765,0.7534981829124219,15.08687754127024
