model,dataset,count,delta_Z_RMSE,delta_Z_MAE,pressure_MAPE_percent,pressure_median_error_percent,pressure_95th_error_percent,pressure_max_error_percent
ideal_gas,natural_validation,1000,0.19579237924203516,0.12774124197160916,19.334617158507587,7.336581417190189,83.83802967068027,234.0870751623961
ideal_gas,natural_test,1000,0.20873755571696315,0.13608375334350095,22.023641475506146,7.846767982780187,95.94226627358918,304.6963421667316
ideal_gas,stress_validation,800,0.24923507592131128,0.2013368837180263,21.776344586152607,17.70544443864673,59.37571270615608,77.30796299789485
ideal_gas,stress_test,800,0.2518333268133406,0.20532709650699915,23.44349039205892,18.404825881887618,65.74843145484193,84.99813691801657
